day,current_inventory,demand,reorder_method,inventory_reference_day,inventory_reference,effective_reorder_point,effective_reorder_quantity,placed_order_quantity,received_order_quantity,forecast
0,250,,projected_dynamic,15,171,225.0,79,79,0,
1,246,4,projected_dynamic,16,235.5,247.5,40,40,0,5
2,239,7,projected_dynamic,17,273.0,240.0,0,0,0,5.5
3,234,5,projected_dynamic,18,283.5,202.5,0,0,0,5.333333333333333
4,232,2,projected_dynamic,19,277.0,207.0,0,0,0,4.5
5,227,5,projected_dynamic,20,271.0,210.0,0,0,0,4.6
6,222,5,projected_dynamic,21,277.86,186.43,0,0,0,4.666666666666667
7,221,1,projected_dynamic,22,282.75,168.75,0,0,0,4.142857142857143
8,220,1,projected_dynamic,23,281.0,165.0,0,0,0,3.75
9,217,3,projected_dynamic,24,281.5,157.5,0,0,0,3.6666666666666665
10,215,2,projected_dynamic,25,279.18,155.45,0,0,0,3.5
11,212,3,projected_dynamic,26,281.25,146.25,0,0,0,3.4545454545454546
12,211,1,projected_dynamic,27,285.0,135.0,0,0,0,3.25
13,211,0,projected_dynamic,28,288.21,125.36,0,0,0,3.0
14,251,0,projected_dynamic,29,287.0,123.0,0,0,40,2.7857142857142856
15,328,2,projected_dynamic,30,275.0,135.0,0,0,79,2.7333333333333334
16,320,8,projected_dynamic,31,270.0,132.0,0,0,0,3.0
17,314,6,projected_dynamic,32,265.0,132.0,0,0,0,2.933333333333333
18,309,5,projected_dynamic,33,265.0,129.0,0,0,0,2.933333333333333
19,308,1,projected_dynamic,34,266.0,120.0,0,0,0,2.8666666666666667
20,306,2,projected_dynamic,35,265.0,114.0,0,0,0,2.6666666666666665
21,303,3,projected_dynamic,36,264.0,114.0,0,0,0,2.533333333333333
22,302,1,projected_dynamic,37,247.0,138.0,0,0,0,2.533333333333333
23,293,9,projected_dynamic,38,248.0,132.0,0,0,0,3.066666666666667
24,292,1,projected_dynamic,39,248.0,129.0,0,0,0,2.933333333333333
25,291,1,projected_dynamic,40,245.0,129.0,0,0,0,2.8666666666666667
26,288,3,projected_dynamic,41,242.0,132.0,0,0,0,2.8666666666666667
27,286,2,projected_dynamic,42,242.0,132.0,0,0,0,2.933333333333333
28,286,0,projected_dynamic,43,238.0,138.0,0,0,0,2.933333333333333
29,284,2,projected_dynamic,44,238.0,135.0,0,0,0,3.066666666666667
30,283,1,projected_dynamic,45,230.0,135.0,0,0,0,3.0
31,275,8,projected_dynamic,46,234.0,120.0,0,0,0,3.0
32,274,1,projected_dynamic,47,229.0,120.0,0,0,0,2.6666666666666665
33,269,5,projected_dynamic,48,230.0,117.0,0,0,0,2.6666666666666665
34,269,0,projected_dynamic,49,226.0,120.0,0,0,0,2.6
35,266,3,projected_dynamic,50,229.0,111.0,0,0,0,2.6666666666666665
36,266,0,projected_dynamic,51,222.0,120.0,0,0,0,2.466666666666667
37,262,4,projected_dynamic,52,231.0,93.0,0,0,0,2.6666666666666665
38,262,0,projected_dynamic,53,210.0,123.0,0,0,0,2.066666666666667
39,251,11,projected_dynamic,54,209.0,123.0,0,0,0,2.7333333333333334
40,250,1,projected_dynamic,55,210.0,117.0,0,0,0,2.7333333333333334
41,249,1,projected_dynamic,56,212.0,111.0,0,0,0,2.6
42,249,0,projected_dynamic,57,212.0,111.0,0,0,0,2.466666666666667
43,249,0,projected_dynamic,58,212.0,108.0,0,0,0,2.466666666666667
44,248,1,projected_dynamic,59,211.0,108.0,0,0,0,2.4
