day,current_inventory,demand,reorder_method,inventory_reference_day,inventory_reference,effective_reorder_point,effective_reorder_quantity,placed_order_quantity,received_order_quantity,forecast
0,250,,projected_dynamic,15,173,225.0,77,77,0,
1,248,2,projected_dynamic,16,301.5,67.5,0,0,0,5
2,247,1,projected_dynamic,17,303.0,60.0,0,0,0,1.5
3,246,1,projected_dynamic,18,289.0,90.0,0,0,0,1.3333333333333333
4,242,4,projected_dynamic,19,295.0,72.0,0,0,0,2.0
5,242,0,projected_dynamic,20,299.0,60.0,0,0,0,1.6
6,242,0,projected_dynamic,21,298.71,57.86,0,0,0,1.3333333333333333
7,241,1,projected_dynamic,22,298.25,56.25,0,0,0,1.2857142857142858
8,240,1,projected_dynamic,23,297.67,55.0,0,0,0,1.25
9,239,1,projected_dynamic,24,297.0,54.0,0,0,0,1.2222222222222223
10,238,1,projected_dynamic,25,289.18,65.45,0,0,0,1.2
11,234,4,projected_dynamic,26,282.0,75.0,0,0,0,1.4545454545454546
12,230,4,projected_dynamic,27,279.62,76.15,0,0,0,1.6666666666666667
13,228,2,projected_dynamic,28,273.14,83.57,0,0,0,1.6923076923076923
14,224,4,projected_dynamic,29,271.0,84.0,0,0,0,1.8571428571428572
15,222,2,projected_dynamic,30,273.0,78.0,0,0,0,1.8666666666666667
16,222,0,projected_dynamic,31,270.0,81.0,0,0,0,1.7333333333333334
17,220,2,projected_dynamic,32,267.0,84.0,0,0,0,1.8
18,218,2,projected_dynamic,33,271.0,72.0,0,0,0,1.8666666666666667
19,295,0,projected_dynamic,34,267.0,78.0,0,0,77,1.6
20,293,2,projected_dynamic,35,263.0,84.0,0,0,0,1.7333333333333334
21,291,2,projected_dynamic,36,262.0,84.0,0,0,0,1.8666666666666667
22,290,1,projected_dynamic,37,257.0,90.0,0,0,0,1.8666666666666667
23,287,3,projected_dynamic,38,236.0,120.0,0,0,0,2.0
24,276,11,projected_dynamic,39,231.0,126.0,0,0,0,2.6666666666666665
25,273,3,projected_dynamic,40,231.0,120.0,0,0,0,2.8
26,271,2,projected_dynamic,41,225.0,123.0,0,0,0,2.6666666666666665
27,266,5,projected_dynamic,42,223.0,123.0,0,0,0,2.7333333333333334
28,264,2,projected_dynamic,43,203.0,147.0,0,0,0,2.7333333333333334
29,252,12,projected_dynamic,44,203.0,144.0,0,0,0,3.2666666666666666
30,251,1,projected_dynamic,45,195.0,156.0,0,0,0,3.2
31,247,4,projected_dynamic,46,189.0,162.0,0,0,0,3.466666666666667
32,243,4,projected_dynamic,47,181.0,171.0,10,0,0,3.6
33,238,5,projected_dynamic,48,177.0,177.0,20,20,0,3.8
34,236,2,projected_dynamic,49,195.0,177.0,2,0,0,3.933333333333333
35,234,2,projected_dynamic,50,195.0,174.0,0,0,0,3.933333333333333
36,233,1,projected_dynamic,51,188.0,183.0,16,0,0,3.8666666666666667
37,229,4,projected_dynamic,52,189.0,177.0,8,0,0,4.066666666666666
38,228,1,projected_dynamic,53,198.0,147.0,0,0,0,3.933333333333333
39,227,1,projected_dynamic,54,199.0,141.0,0,0,0,3.2666666666666666
40,226,1,projected_dynamic,55,197.0,141.0,0,0,0,3.1333333333333333
41,224,2,projected_dynamic,56,200.0,129.0,0,0,0,3.1333333333333333
42,223,1,projected_dynamic,57,192.0,138.0,0,0,0,2.8666666666666667
43,218,5,projected_dynamic,58,192.0,120.0,0,0,0,3.066666666666667
44,212,6,projected_dynamic,59,189.0,123.0,0,0,0,2.6666666666666665
45,210,2,projected_dynamic,60,191.0,114.0,0,0,0,2.7333333333333334
46,209,1,projected_dynamic,61,193.0,105.0,0,0,0,2.533333333333333
47,208,1,projected_dynamic,62,184.0,111.0,0,0,0,2.3333333333333335
48,221,7,projected_dynamic,63,164.0,138.0,0,0,20,2.466666666666667
49,210,11,projected_dynamic,64,160.0,141.0,0,0,0,3.066666666666667
50,207,3,projected_dynamic,65,159.0,141.0,0,0,0,3.1333333333333333
51,206,1,projected_dynamic,66,161.0,132.0,0,0,0,3.1333333333333333
52,205,1,projected_dynamic,67,160.0,132.0,0,0,0,2.933333333333333
53,204,1,projected_dynamic,68,157.0,135.0,0,0,0,2.933333333333333
54,202,2,projected_dynamic,69,150.0,144.0,10,0,0,3.0
55,198,4,projected_dynamic,70,152.0,138.0,2,0,0,3.2
56,198,0,projected_dynamic,71,151.0,138.0,3,0,0,3.066666666666667
57,197,1,projected_dynamic,72,150.0,132.0,0,0,0,3.066666666666667
58,194,3,projected_dynamic,73,152.0,120.0,0,0,0,2.933333333333333
59,192,2,projected_dynamic,74,148.0,123.0,0,0,0,2.6666666666666665
60,189,3,projected_dynamic,75,147.0,123.0,0,0,0,2.7333333333333334
61,188,1,projected_dynamic,76,144.0,126.0,0,0,0,2.7333333333333334
62,186,2,projected_dynamic,77,149.0,108.0,0,0,0,2.8
63,185,1,projected_dynamic,78,154.0,84.0,0,0,0,2.4
64,182,3,projected_dynamic,79,155.0,78.0,0,0,0,1.8666666666666667
65,181,1,projected_dynamic,80,150.0,84.0,0,0,0,1.7333333333333334
66,178,3,projected_dynamic,81,113.0,138.0,41,41,0,1.8666666666666667
67,159,19,projected_dynamic,82,155.0,135.0,0,0,0,3.066666666666667
68,159,0,projected_dynamic,83,127.0,174.0,67,67,0,3.0
69,144,15,projected_dynamic,84,178.0,192.0,36,36,0,3.8666666666666667
70,134,10,projected_dynamic,85,186.0,234.0,74,74,0,4.266666666666667
71,120,14,projected_dynamic,86,259.0,234.0,1,0,0,5.2
72,119,1,projected_dynamic,87,252.0,240.0,15,0,0,5.2
73,114,5,projected_dynamic,88,230.0,270.0,70,70,0,5.333333333333333
74,102,12,projected_dynamic,89,213.0,396.0,228,228,0,6.0
75,57,45,projected_dynamic,90,430.0,411.0,27,0,0,8.8
76,51,6,projected_dynamic,91,432.0,405.0,18,0,0,9.133333333333333
77,51,0,projected_dynamic,92,403.0,447.0,94,94,0,9.0
78,36,15,projected_dynamic,93,490.0,453.0,14,0,0,9.933333333333334
79,67,5,projected_dynamic,94,475.0,474.0,52,0,36,10.066666666666666
80,100,8,projected_dynamic,95,352.0,654.0,375,375,41,10.533333333333333
81,265,63,projected_dynamic,96,732.0,618.0,0,0,228,14.533333333333333
82,258,7,projected_dynamic,97,698.0,669.0,46,0,0,13.733333333333333
