day,current_inventory,demand,reorder_method,inventory_reference_day,inventory_reference,effective_reorder_point,effective_reorder_quantity,placed_order_quantity,received_order_quantity,forecast
0,250,,projected_dynamic,15,172,225.0,78,78,0,
1,247,3,projected_dynamic,16,294.0,90.0,0,0,0,5
2,246,1,projected_dynamic,17,286.0,105.0,0,0,0,2.0
3,243,3,projected_dynamic,18,247.25,191.25,0,0,0,2.3333333333333335
4,233,10,projected_dynamic,19,256.0,162.0,0,0,0,4.25
5,232,1,projected_dynamic,20,261.5,142.5,0,0,0,3.6
6,231,1,projected_dynamic,21,240.0,180.0,0,0,0,3.1666666666666665
7,222,9,projected_dynamic,22,241.75,168.75,0,0,0,4.0
8,220,2,projected_dynamic,23,245.33,155.0,0,0,0,3.75
9,219,1,projected_dynamic,24,225.5,184.5,0,0,0,3.4444444444444446
10,209,10,projected_dynamic,25,224.0,180.0,0,0,0,4.1
11,206,3,projected_dynamic,26,229.0,165.0,0,0,0,4.0
12,206,0,projected_dynamic,27,231.08,155.77,0,0,0,3.6666666666666665
13,205,1,projected_dynamic,28,226.5,157.5,0,0,0,3.4615384615384617
14,201,4,projected_dynamic,29,226.0,153.0,0,0,0,3.5
15,199,2,projected_dynamic,30,229.0,144.0,0,0,0,3.4
16,199,0,projected_dynamic,31,226.0,147.0,0,0,0,3.2
17,197,2,projected_dynamic,32,221.0,150.0,0,0,0,3.2666666666666666
18,271,4,projected_dynamic,33,231.0,120.0,0,0,78,3.3333333333333335
19,271,0,projected_dynamic,34,232.0,117.0,0,0,0,2.6666666666666665
20,271,0,projected_dynamic,35,227.0,123.0,0,0,0,2.6
21,268,3,projected_dynamic,36,212.0,132.0,0,0,0,2.7333333333333334
22,256,12,projected_dynamic,37,178.0,180.0,22,22,0,2.933333333333333
23,238,18,projected_dynamic,38,201.0,177.0,0,0,0,4.0
24,238,0,projected_dynamic,39,205.0,156.0,0,0,0,3.933333333333333
25,235,3,projected_dynamic,40,206.0,150.0,0,0,0,3.466666666666667
26,234,1,projected_dynamic,41,204.0,153.0,0,0,0,3.3333333333333335
27,233,1,projected_dynamic,42,191.0,171.0,0,0,0,3.4
28,226,7,projected_dynamic,43,195.0,159.0,0,0,0,3.8
29,226,0,projected_dynamic,44,193.0,159.0,0,0,0,3.533333333333333
30,224,2,projected_dynamic,45,167.0,198.0,54,54,0,3.533333333333333
