day,current_inventory,demand,reorder_method,inventory_reference_day,inventory_reference,effective_reorder_point,effective_reorder_quantity,placed_order_quantity,received_order_quantity,forecast
0,250,,projected_dynamic,15,173,225.0,77,77,0,
1,248,2,projected_dynamic,16,293.0,90.0,0,0,0,5
2,246,2,projected_dynamic,17,297.0,75.0,0,0,0,2.0
3,245,1,projected_dynamic,18,298.5,67.5,0,0,0,1.6666666666666667
4,244,1,projected_dynamic,19,295.0,72.0,0,0,0,1.5
5,242,2,projected_dynamic,20,299.0,60.0,0,0,0,1.6
6,242,0,projected_dynamic,21,298.71,57.86,0,0,0,1.3333333333333333
7,241,1,projected_dynamic,22,292.5,67.5,0,0,0,1.2857142857142858
8,238,3,projected_dynamic,23,287.0,75.0,0,0,0,1.5
9,235,3,projected_dynamic,24,287.0,72.0,0,0,0,1.6666666666666667
10,234,1,projected_dynamic,25,284.45,73.64,0,0,0,1.6
11,232,2,projected_dynamic,26,282.0,75.0,0,0,0,1.6363636363636365
12,307,2,projected_dynamic,27,277.46,79.62,0,0,77,1.6666666666666667
13,304,3,projected_dynamic,28,277.29,77.14,0,0,0,1.7692307692307692
14,303,1,projected_dynamic,29,277.0,75.0,0,0,0,1.7142857142857142
15,302,1,projected_dynamic,30,265.0,90.0,0,0,0,1.6666666666666667
16,295,7,projected_dynamic,31,265.0,87.0,0,0,0,2.0
17,294,1,projected_dynamic,32,266.0,84.0,0,0,0,1.9333333333333333
18,294,0,projected_dynamic,33,249.0,108.0,0,0,0,1.8666666666666667
19,285,9,projected_dynamic,34,239.0,120.0,0,0,0,2.4
20,279,6,projected_dynamic,35,235.0,126.0,0,0,0,2.6666666666666665
21,277,2,projected_dynamic,36,234.0,126.0,0,0,0,2.8
22,276,1,projected_dynamic,37,235.0,120.0,0,0,0,2.8
23,275,1,projected_dynamic,38,230.0,123.0,0,0,0,2.6666666666666665
24,271,4,projected_dynamic,39,221.0,135.0,0,0,0,2.7333333333333334
25,266,5,projected_dynamic,40,221.0,132.0,0,0,0,3.0
26,265,1,projected_dynamic,41,215.0,138.0,0,0,0,2.933333333333333
