day,current_inventory,demand,reorder_method,inventory_reference_day,inventory_reference,effective_reorder_point,effective_reorder_quantity,placed_order_quantity,received_order_quantity,forecast
0,250,,projected_dynamic,15,173,225.0,77,77,0,
1,248,2,projected_dynamic,16,301.5,67.5,0,0,0,5
2,247,1,projected_dynamic,17,279.0,120.0,0,0,0,1.5
3,242,5,projected_dynamic,18,274.75,123.75,0,0,0,2.6666666666666665
4,239,3,projected_dynamic,19,279.0,108.0,0,0,0,2.75
5,238,1,projected_dynamic,20,264.0,135.0,0,0,0,2.4
6,232,6,projected_dynamic,21,264.14,128.57,0,0,0,3.0
7,230,2,projected_dynamic,22,263.75,123.75,0,0,0,2.857142857142857
8,305,2,projected_dynamic,23,241.67,160.0,0,0,77,2.75
9,295,10,projected_dynamic,24,242.0,153.0,0,0,0,3.5555555555555554
10,293,2,projected_dynamic,25,232.45,163.64,0,0,0,3.4
11,287,6,projected_dynamic,26,196.5,217.5,46,46,0,3.6363636363636362
12,269,18,projected_dynamic,27,241.62,211.15,0,0,0,4.833333333333333
13,266,3,projected_dynamic,28,244.57,199.29,0,0,0,4.6923076923076925
14,265,1,projected_dynamic,29,245.0,192.0,0,0,0,4.428571428571429
15,263,2,projected_dynamic,30,243.0,192.0,0,0,0,4.266666666666667
16,261,2,projected_dynamic,31,232.0,207.0,0,0,0,4.266666666666667
17,255,6,projected_dynamic,32,219.0,219.0,25,25,0,4.6
18,246,9,projected_dynamic,33,221.0,249.0,56,56,0,4.866666666666666
19,233,13,projected_dynamic,34,270.0,258.0,17,0,0,5.533333333333333
20,229,4,projected_dynamic,35,270.0,249.0,7,0,0,5.733333333333333
21,226,3,projected_dynamic,36,268.0,249.0,9,0,0,5.533333333333333
22,224,2,projected_dynamic,37,252.0,270.0,48,48,0,5.533333333333333
23,215,9,projected_dynamic,38,292.0,267.0,5,0,0,6.0
24,252,9,projected_dynamic,39,290.0,267.0,7,0,46,5.933333333333334
25,250,2,projected_dynamic,40,294.0,252.0,0,0,0,5.933333333333334
26,249,1,projected_dynamic,41,310.0,201.0,0,0,0,5.6
27,248,1,projected_dynamic,42,305.0,204.0,0,0,0,4.466666666666667
28,244,4,projected_dynamic,43,304.0,204.0,0,0,0,4.533333333333333
29,243,1,projected_dynamic,44,304.0,201.0,0,0,0,4.533333333333333
30,298,1,projected_dynamic,45,304.0,198.0,0,0,56,4.466666666666667
31,297,1,projected_dynamic,46,310.0,180.0,0,0,0,4.4
32,345,0,projected_dynamic,47,319.0,153.0,0,0,48,4.0
33,370,0,projected_dynamic,48,332.0,114.0,0,0,25,3.4
34,370,0,projected_dynamic,49,334.0,105.0,0,0,0,2.533333333333333
35,369,1,projected_dynamic,50,329.0,108.0,0,0,0,2.3333333333333335
36,365,4,projected_dynamic,51,329.0,105.0,0,0,0,2.4
37,364,1,projected_dynamic,52,338.0,78.0,0,0,0,2.3333333333333335
38,364,0,projected_dynamic,53,341.0,60.0,0,0,0,1.7333333333333334
39,361,3,projected_dynamic,54,341.0,57.0,0,0,0,1.3333333333333333
40,360,1,projected_dynamic,55,340.0,57.0,0,0,0,1.2666666666666666
41,359,1,projected_dynamic,56,335.0,63.0,0,0,0,1.2666666666666666
42,356,3,projected_dynamic,57,335.0,57.0,0,0,0,1.4
43,354,2,projected_dynamic,58,332.0,60.0,0,0,0,1.2666666666666666
44,352,2,projected_dynamic,59,331.0,60.0,0,0,0,1.3333333333333333
45,351,1,projected_dynamic,60,328.0,63.0,0,0,0,1.3333333333333333
46,349,2,projected_dynamic,61,326.0,66.0,0,0,0,1.4
47,348,1,projected_dynamic,62,326.0,66.0,0,0,0,1.4666666666666666
48,348,0,projected_dynamic,63,322.0,72.0,0,0,0,1.4666666666666666
49,346,2,projected_dynamic,64,319.0,75.0,0,0,0,1.6
50,344,2,projected_dynamic,65,317.0,72.0,0,0,0,1.6666666666666667
51,341,3,projected_dynamic,66,316.0,72.0,0,0,0,1.6
52,340,1,projected_dynamic,67,316.0,72.0,0,0,0,1.6
53,340,0,projected_dynamic,68,305.0,84.0,0,0,0,1.6
54,333,7,projected_dynamic,69,292.0,102.0,0,0,0,1.8666666666666667
55,326,7,projected_dynamic,70,289.0,105.0,0,0,0,2.2666666666666666
56,324,2,projected_dynamic,71,292.0,96.0,0,0,0,2.3333333333333335
57,324,0,projected_dynamic,72,288.0,99.0,0,0,0,2.1333333333333333
58,321,3,projected_dynamic,73,288.0,96.0,0,0,0,2.2
59,320,1,projected_dynamic,74,287.0,96.0,0,0,0,2.1333333333333333
60,319,1,projected_dynamic,75,287.0,93.0,0,0,0,2.1333333333333333
61,318,1,projected_dynamic,76,286.0,93.0,0,0,0,2.066666666666667
62,317,1,projected_dynamic,77,284.0,96.0,0,0,0,2.066666666666667
63,316,1,projected_dynamic,78,282.0,96.0,0,0,0,2.1333333333333333
64,314,2,projected_dynamic,79,258.0,129.0,0,0,0,2.1333333333333333
65,301,13,projected_dynamic,80,255.0,129.0,0,0,0,2.8666666666666667
66,298,3,projected_dynamic,81,256.0,126.0,0,0,0,2.8666666666666667
67,298,0,projected_dynamic,82,250.0,135.0,0,0,0,2.8
68,295,3,projected_dynamic,83,251.0,123.0,0,0,0,3.0
69,292,3,projected_dynamic,84,242.0,126.0,0,0,0,2.7333333333333334
70,284,8,projected_dynamic,85,230.0,141.0,0,0,0,2.8
71,277,7,projected_dynamic,86,224.0,150.0,0,0,0,3.1333333333333333
72,274,3,projected_dynamic,87,221.0,150.0,0,0,0,3.3333333333333335
73,271,3,projected_dynamic,88,218.0,153.0,0,0,0,3.3333333333333335
74,269,2,projected_dynamic,89,203.0,174.0,0,0,0,3.4
75,261,8,projected_dynamic,90,192.0,189.0,18,0,0,3.8666666666666667
76,255,6,projected_dynamic,91,183.0,201.0,41,41,0,4.2
77,250,5,projected_dynamic,92,219.0,207.0,12,0,0,4.466666666666667
78,247,3,projected_dynamic,93,193.0,243.0,77,77,0,4.6
79,233,14,projected_dynamic,94,277.0,213.0,0,0,0,5.4
80,230,3,projected_dynamic,95,276.0,210.0,0,0,0,4.733333333333333
81,228,2,projected_dynamic,96,270.0,219.0,0,0,0,4.666666666666667
82,225,3,projected_dynamic,97,263.0,225.0,0,0,0,4.866666666666666
