day,current_inventory,demand,reorder_method,inventory_reference_day,inventory_reference,effective_reorder_point,effective_reorder_quantity,placed_order_quantity,received_order_quantity,forecast
0,250,,projected_dynamic,15,171,225.0,79,79,0,
1,246,4,projected_dynamic,16,261.0,180.0,0,0,0,5
2,242,4,projected_dynamic,17,263.0,165.0,0,0,0,4.0
3,239,3,projected_dynamic,18,276.75,123.75,0,0,0,3.6666666666666665
4,239,0,projected_dynamic,19,285.0,99.0,0,0,0,2.75
5,239,0,projected_dynamic,20,287.0,90.0,0,0,0,2.2
6,238,1,projected_dynamic,21,288.14,83.57,0,0,0,2.0
7,237,1,projected_dynamic,22,285.88,84.38,0,0,0,1.8571428571428572
8,235,2,projected_dynamic,23,283.67,85.0,0,0,0,1.875
9,233,2,projected_dynamic,24,279.0,90.0,0,0,0,1.8888888888888888
10,230,3,projected_dynamic,25,281.73,81.82,0,0,0,2.0
11,309,0,projected_dynamic,26,281.75,78.75,0,0,79,1.8181818181818181
12,308,1,projected_dynamic,27,277.31,83.08,0,0,0,1.75
13,305,3,projected_dynamic,28,273.07,86.79,0,0,0,1.8461538461538463
14,302,3,projected_dynamic,29,275.0,81.0,0,0,0,1.9285714285714286
15,302,0,projected_dynamic,30,275.0,75.0,0,0,0,1.8
16,300,2,projected_dynamic,31,279.0,63.0,0,0,0,1.6666666666666667
17,300,0,projected_dynamic,32,270.0,72.0,0,0,0,1.4
18,294,6,projected_dynamic,33,260.0,87.0,0,0,0,1.6
19,289,5,projected_dynamic,34,252.0,99.0,0,0,0,1.9333333333333333
20,285,4,projected_dynamic,35,247.0,105.0,0,0,0,2.2
21,282,3,projected_dynamic,36,242.0,111.0,0,0,0,2.3333333333333335
22,279,3,projected_dynamic,37,238.0,114.0,0,0,0,2.466666666666667
23,276,3,projected_dynamic,38,236.0,114.0,0,0,0,2.533333333333333
24,274,2,projected_dynamic,39,239.0,105.0,0,0,0,2.533333333333333
25,274,0,projected_dynamic,40,233.0,114.0,0,0,0,2.3333333333333335
26,271,3,projected_dynamic,41,222.0,129.0,0,0,0,2.533333333333333
27,265,6,projected_dynamic,42,193.0,168.0,0,0,0,2.8666666666666667
