day,current_inventory,demand,reorder_method,inventory_reference_day,inventory_reference,effective_reorder_point,effective_reorder_quantity,placed_order_quantity,received_order_quantity,forecast
0,250,,projected_dynamic,15,174,225.0,76,76,0,
1,249,1,projected_dynamic,16,309.0,45.0,0,0,0,5
2,248,1,projected_dynamic,17,272.0,135.0,0,0,0,1.0
3,241,7,projected_dynamic,18,273.75,123.75,0,0,0,3.0
4,239,2,projected_dynamic,19,274.0,117.0,0,0,0,2.75
5,237,2,projected_dynamic,20,277.0,105.0,0,0,0,2.6
6,236,1,projected_dynamic,21,260.0,135.0,0,0,0,2.3333333333333335
7,229,7,projected_dynamic,22,259.88,129.38,0,0,0,3.0
8,227,2,projected_dynamic,23,246.0,150.0,0,0,0,2.875
9,220,7,projected_dynamic,24,246.0,144.0,0,0,0,3.3333333333333335
10,294,2,projected_dynamic,25,243.27,143.18,0,0,76,3.2
11,291,3,projected_dynamic,26,245.0,135.0,0,0,0,3.1818181818181817
12,290,1,projected_dynamic,27,248.46,124.62,0,0,0,3.0
13,290,0,projected_dynamic,28,247.29,122.14,0,0,0,2.769230769230769
14,288,2,projected_dynamic,29,248.0,117.0,0,0,0,2.7142857142857144
15,287,1,projected_dynamic,30,247.0,117.0,0,0,0,2.6
16,286,1,projected_dynamic,31,248.0,114.0,0,0,0,2.6
17,286,0,projected_dynamic,32,249.0,102.0,0,0,0,2.533333333333333
18,283,3,projected_dynamic,33,251.0,96.0,0,0,0,2.2666666666666666
19,283,0,projected_dynamic,34,243.0,105.0,0,0,0,2.1333333333333333
20,278,5,projected_dynamic,35,244.0,102.0,0,0,0,2.3333333333333335
21,278,0,projected_dynamic,36,247.0,87.0,0,0,0,2.2666666666666666
22,276,2,projected_dynamic,37,235.0,102.0,0,0,0,1.9333333333333333
23,269,7,projected_dynamic,38,242.0,81.0,0,0,0,2.2666666666666666
24,269,0,projected_dynamic,39,242.0,78.0,0,0,0,1.8
25,268,1,projected_dynamic,40,245.0,69.0,0,0,0,1.7333333333333334
26,268,0,projected_dynamic,41,240.0,75.0,0,0,0,1.5333333333333334
27,265,3,projected_dynamic,42,238.0,78.0,0,0,0,1.6666666666666667
28,264,1,projected_dynamic,43,232.0,84.0,0,0,0,1.7333333333333334
29,260,4,projected_dynamic,44,225.0,93.0,0,0,0,1.8666666666666667
30,256,4,projected_dynamic,45,220.0,99.0,0,0,0,2.066666666666667
31,253,3,projected_dynamic,46,214.0,108.0,0,0,0,2.2
32,250,3,projected_dynamic,47,217.0,99.0,0,0,0,2.4
33,250,0,projected_dynamic,48,213.0,105.0,0,0,0,2.2
34,248,2,projected_dynamic,49,216.0,93.0,0,0,0,2.3333333333333335
35,247,1,projected_dynamic,50,206.0,108.0,0,0,0,2.066666666666667
36,242,5,projected_dynamic,51,208.0,102.0,0,0,0,2.4
37,242,0,projected_dynamic,52,187.0,123.0,0,0,0,2.2666666666666666
38,228,14,projected_dynamic,53,185.0,126.0,0,0,0,2.7333333333333334
39,227,1,projected_dynamic,54,186.0,123.0,0,0,0,2.8
