day,current_inventory,demand,reorder_method,inventory_reference_day,inventory_reference,effective_reorder_point,effective_reorder_quantity,placed_order_quantity,received_order_quantity,forecast
0,250,,projected_dynamic,15,174,225.0,76,76,0,
1,249,1,projected_dynamic,16,292.0,90.0,0,0,0,5
2,246,3,projected_dynamic,17,284.0,105.0,0,0,0,2.0
3,243,3,projected_dynamic,18,288.0,90.0,0,0,0,2.3333333333333335
4,242,1,projected_dynamic,19,258.0,153.0,0,0,0,2.0
5,233,9,projected_dynamic,20,266.5,127.5,0,0,0,3.4
6,233,0,projected_dynamic,21,266.29,122.14,0,0,0,2.8333333333333335
7,231,2,projected_dynamic,22,236.88,174.38,0,0,0,2.7142857142857144
8,219,12,projected_dynamic,23,214.0,210.0,20,0,0,3.875
9,208,11,projected_dynamic,24,218.5,193.5,0,0,0,4.666666666666667
10,207,1,projected_dynamic,25,214.91,192.27,0,0,0,4.3
11,203,4,projected_dynamic,26,215.75,183.75,0,0,0,4.2727272727272725
12,201,2,projected_dynamic,27,203.23,197.31,16,0,0,4.083333333333333
13,193,8,projected_dynamic,28,201.71,192.86,13,0,0,4.384615384615385
14,190,3,projected_dynamic,29,204.0,183.0,0,0,0,4.285714285714286
15,265,1,projected_dynamic,30,189.0,204.0,38,38,76,4.066666666666666
16,257,8,projected_dynamic,31,224.0,204.0,3,0,0,4.533333333333333
17,254,3,projected_dynamic,32,225.0,198.0,0,0,0,4.533333333333333
18,253,1,projected_dynamic,33,222.0,201.0,2,0,0,4.4
19,251,2,projected_dynamic,34,217.0,195.0,0,0,0,4.466666666666667
20,244,7,projected_dynamic,35,217.0,195.0,0,0,0,4.333333333333333
21,244,0,projected_dynamic,36,217.0,192.0,0,0,0,4.333333333333333
22,243,1,projected_dynamic,37,225.0,162.0,0,0,0,4.266666666666667
23,241,2,projected_dynamic,38,230.0,138.0,0,0,0,3.6
24,238,3,projected_dynamic,39,231.0,135.0,0,0,0,3.066666666666667
25,276,0,projected_dynamic,40,235.0,123.0,0,0,38,3.0
26,276,0,projected_dynamic,41,235.0,120.0,0,0,0,2.7333333333333334
27,275,1,projected_dynamic,42,231.0,114.0,0,0,0,2.6666666666666665
28,269,6,projected_dynamic,43,230.0,111.0,0,0,0,2.533333333333333
29,267,2,projected_dynamic,44,229.0,111.0,0,0,0,2.466666666666667
30,266,1,projected_dynamic,45,235.0,90.0,0,0,0,2.466666666666667
31,265,1,projected_dynamic,46,238.0,81.0,0,0,0,2.0
32,265,0,projected_dynamic,47,239.0,78.0,0,0,0,1.8
33,265,0,projected_dynamic,48,239.0,75.0,0,0,0,1.7333333333333334
34,264,1,projected_dynamic,49,246.0,54.0,0,0,0,1.6666666666666667
35,264,0,projected_dynamic,50,246.0,54.0,0,0,0,1.2
36,264,0,projected_dynamic,51,247.0,51.0,0,0,0,1.2
37,264,0,projected_dynamic,52,241.0,57.0,0,0,0,1.1333333333333333
38,260,4,projected_dynamic,53,234.0,63.0,0,0,0,1.2666666666666666
39,255,5,projected_dynamic,54,232.0,66.0,0,0,0,1.4
40,254,1,projected_dynamic,55,228.0,72.0,0,0,0,1.4666666666666666
41,252,2,projected_dynamic,56,225.0,75.0,0,0,0,1.6
42,250,2,projected_dynamic,57,221.0,72.0,0,0,0,1.6666666666666667
43,245,5,projected_dynamic,58,223.0,66.0,0,0,0,1.6
44,245,0,projected_dynamic,59,224.0,63.0,0,0,0,1.4666666666666666
45,245,0,projected_dynamic,60,223.0,63.0,0,0,0,1.4
46,244,1,projected_dynamic,61,211.0,81.0,0,0,0,1.4
47,238,6,projected_dynamic,62,201.0,96.0,0,0,0,1.8
48,233,5,projected_dynamic,63,198.0,99.0,0,0,0,2.1333333333333333
49,231,2,projected_dynamic,64,184.0,120.0,0,0,0,2.2
50,224,7,projected_dynamic,65,182.0,123.0,0,0,0,2.6666666666666665
51,223,1,projected_dynamic,66,180.0,126.0,0,0,0,2.7333333333333334
52,222,1,projected_dynamic,67,184.0,114.0,0,0,0,2.8
53,222,0,projected_dynamic,68,187.0,102.0,0,0,0,2.533333333333333
54,221,1,projected_dynamic,69,184.0,105.0,0,0,0,2.2666666666666666
55,219,2,projected_dynamic,70,184.0,102.0,0,0,0,2.3333333333333335
56,218,1,projected_dynamic,71,146.0,156.0,28,28,0,2.2666666666666666
57,198,20,projected_dynamic,72,175.0,147.0,0,0,0,3.466666666666667
58,196,2,projected_dynamic,73,161.0,168.0,26,26,0,3.2666666666666666
59,189,7,projected_dynamic,74,177.0,183.0,27,27,0,3.7333333333333334
