day,current_inventory,demand,reorder_method,inventory_reference_day,inventory_reference,effective_reorder_point,effective_reorder_quantity,placed_order_quantity,received_order_quantity,forecast
0,250,,projected_dynamic,15,173,225.0,77,77,0,
1,248,2,projected_dynamic,16,276.0,135.0,0,0,0,5
2,244,4,projected_dynamic,17,279.0,120.0,0,0,0,3.0
3,242,2,projected_dynamic,18,274.75,123.75,0,0,0,2.6666666666666665
4,239,3,projected_dynamic,19,275.0,117.0,0,0,0,2.75
5,237,2,projected_dynamic,20,281.5,97.5,0,0,0,2.6
6,237,0,projected_dynamic,21,273.57,109.29,0,0,0,2.1666666666666665
7,310,4,projected_dynamic,22,275.25,101.25,0,0,77,2.4285714285714284
8,309,1,projected_dynamic,23,276.33,95.0,0,0,0,2.25
9,308,1,projected_dynamic,24,272.0,99.0,0,0,0,2.111111111111111
10,305,3,projected_dynamic,25,270.27,98.18,0,0,0,2.2
11,303,2,projected_dynamic,26,257.25,116.25,0,0,0,2.1818181818181817
12,296,7,projected_dynamic,27,258.08,110.77,0,0,0,2.5833333333333335
13,295,1,projected_dynamic,28,260.71,102.86,0,0,0,2.4615384615384617
14,295,0,projected_dynamic,29,243.0,126.0,0,0,0,2.2857142857142856
15,285,10,projected_dynamic,30,237.0,132.0,0,0,0,2.8
16,281,4,projected_dynamic,31,231.0,135.0,0,0,0,2.933333333333333
17,276,5,projected_dynamic,32,231.0,132.0,0,0,0,3.0
18,275,1,projected_dynamic,33,232.0,126.0,0,0,0,2.933333333333333
19,274,1,projected_dynamic,34,232.0,123.0,0,0,0,2.8
20,273,1,projected_dynamic,35,232.0,123.0,0,0,0,2.7333333333333334
21,273,0,projected_dynamic,36,234.0,114.0,0,0,0,2.7333333333333334
22,272,1,projected_dynamic,37,229.0,120.0,0,0,0,2.533333333333333
23,269,3,projected_dynamic,38,216.0,138.0,0,0,0,2.6666666666666665
24,262,7,projected_dynamic,39,211.0,141.0,0,0,0,3.066666666666667
25,258,4,projected_dynamic,40,211.0,138.0,0,0,0,3.1333333333333333
26,257,1,projected_dynamic,41,202.0,141.0,0,0,0,3.066666666666667
27,249,8,projected_dynamic,42,195.0,150.0,0,0,0,3.1333333333333333
28,245,4,projected_dynamic,43,193.0,153.0,0,0,0,3.3333333333333335
29,244,1,projected_dynamic,44,197.0,132.0,0,0,0,3.4
30,241,3,projected_dynamic,45,187.0,141.0,0,0,0,2.933333333333333
31,234,7,projected_dynamic,46,182.0,141.0,0,0,0,3.1333333333333333
32,229,5,projected_dynamic,47,181.0,141.0,0,0,0,3.1333333333333333
33,228,1,projected_dynamic,48,178.0,144.0,0,0,0,3.1333333333333333
34,226,2,projected_dynamic,49,177.0,144.0,0,0,0,3.2
35,225,1,projected_dynamic,50,173.0,150.0,0,0,0,3.2
36,223,2,projected_dynamic,51,170.0,153.0,1,0,0,3.3333333333333335
37,221,2,projected_dynamic,52,169.0,150.0,0,0,0,3.4
38,219,2,projected_dynamic,53,174.0,132.0,0,0,0,3.3333333333333335
39,218,1,projected_dynamic,54,174.0,126.0,0,0,0,2.933333333333333
40,216,2,projected_dynamic,55,175.0,123.0,0,0,0,2.8
41,216,0,projected_dynamic,56,181.0,102.0,0,0,0,2.7333333333333334
42,215,1,projected_dynamic,57,185.0,90.0,0,0,0,2.2666666666666666
43,215,0,projected_dynamic,58,184.0,90.0,0,0,0,2.0
44,214,1,projected_dynamic,59,185.0,84.0,0,0,0,2.0
45,213,1,projected_dynamic,60,192.0,63.0,0,0,0,1.8666666666666667
46,213,0,projected_dynamic,61,189.0,60.0,0,0,0,1.4
47,209,4,projected_dynamic,62,186.0,63.0,0,0,0,1.3333333333333333
48,207,2,projected_dynamic,63,184.0,63.0,0,0,0,1.4
49,205,2,projected_dynamic,64,181.0,66.0,0,0,0,1.4
50,203,2,projected_dynamic,65,183.0,60.0,0,0,0,1.4666666666666666
51,203,0,projected_dynamic,66,175.0,69.0,0,0,0,1.3333333333333333
52,198,5,projected_dynamic,67,169.0,75.0,0,0,0,1.5333333333333334
53,194,4,projected_dynamic,68,170.0,72.0,0,0,0,1.6666666666666667
54,194,0,projected_dynamic,69,168.0,72.0,0,0,0,1.6
55,192,2,projected_dynamic,70,164.0,78.0,0,0,0,1.6
56,190,2,projected_dynamic,71,165.0,75.0,0,0,0,1.7333333333333334
57,190,0,projected_dynamic,72,163.0,78.0,0,0,0,1.6666666666666667
58,189,1,projected_dynamic,73,164.0,75.0,0,0,0,1.7333333333333334
59,189,0,projected_dynamic,74,159.0,81.0,0,0,0,1.6666666666666667
60,186,3,projected_dynamic,75,159.0,81.0,0,0,0,1.8
61,186,0,projected_dynamic,76,163.0,69.0,0,0,0,1.8
62,186,0,projected_dynamic,77,141.0,99.0,0,0,0,1.5333333333333334
63,174,12,projected_dynamic,78,141.0,96.0,0,0,0,2.2
64,173,1,projected_dynamic,79,123.0,120.0,11,0,0,2.1333333333333333
65,163,10,projected_dynamic,80,123.0,120.0,11,0,0,2.6666666666666665
66,163,0,projected_dynamic,81,106.0,138.0,48,48,0,2.6666666666666665
67,152,11,projected_dynamic,82,132.0,165.0,52,52,0,3.066666666666667
68,139,13,projected_dynamic,83,178.0,174.0,16,0,0,3.6666666666666665
69,136,3,projected_dynamic,84,170.0,183.0,34,34,0,3.8666666666666667
70,131,5,projected_dynamic,85,194.0,195.0,23,23,0,4.066666666666666
71,125,6,projected_dynamic,86,201.0,219.0,43,43,0,4.333333333333333
72,117,8,projected_dynamic,87,243.0,219.0,1,0,0,4.866666666666666
73,116,1,projected_dynamic,88,239.0,225.0,11,0,0,4.866666666666666
74,114,2,projected_dynamic,89,238.0,222.0,9,0,0,5.0
75,112,2,projected_dynamic,90,224.0,243.0,46,46,0,4.933333333333334
76,162,7,projected_dynamic,91,266.0,249.0,11,0,57,5.4
77,160,2,projected_dynamic,92,264.0,234.0,0,0,0,5.533333333333333
78,153,7,projected_dynamic,93,257.0,243.0,13,0,0,5.2
79,149,4,projected_dynamic,94,251.0,237.0,13,0,0,5.4
80,141,8,projected_dynamic,95,245.0,246.0,29,29,0,5.266666666666667
81,186,3,projected_dynamic,96,223.0,306.0,118,118,48,5.466666666666667
82,155,31,projected_dynamic,97,346.0,279.0,0,0,0,6.8
83,151,4,projected_dynamic,98,323.0,309.0,21,0,0,6.2
84,181,13,projected_dynamic,99,302.0,333.0,68,68,43,6.866666666666666
85,168,13,projected_dynamic,100,372.0,321.0,0,0,0,7.4
86,166,2,projected_dynamic,101,372.0,309.0,0,0,0,7.133333333333334
87,162,4,projected_dynamic,102,353.0,336.0,21,0,0,6.866666666666666
88,204,10,projected_dynamic,103,351.0,336.0,23,0,52,7.466666666666667
89,248,2,projected_dynamic,104,347.0,339.0,30,0,46,7.466666666666667
90,245,3,projected_dynamic,105,320.0,369.0,90,90,0,7.533333333333333
91,228,17,projected_dynamic,106,406.0,372.0,8,0,0,8.2
92,225,3,projected_dynamic,107,411.0,354.0,0,0,0,8.266666666666667
93,224,1,projected_dynamic,108,409.0,351.0,0,0,0,7.866666666666666
94,221,3,projected_dynamic,109,401.0,351.0,0,0,0,7.8
95,213,8,projected_dynamic,110,402.0,345.0,0,0,0,7.8
96,241,1,projected_dynamic,111,431.0,255.0,0,0,29,7.666666666666667
97,240,1,projected_dynamic,112,433.0,246.0,0,0,0,5.666666666666667
98,239,1,projected_dynamic,113,434.0,225.0,0,0,0,5.466666666666667
99,233,6,projected_dynamic,114,445.0,189.0,0,0,0,5.0
100,232,1,projected_dynamic,115,439.0,195.0,0,0,0,4.2
101,228,4,projected_dynamic,116,429.0,204.0,0,0,0,4.333333333333333
102,221,7,projected_dynamic,117,403.0,228.0,0,0,0,4.533333333333333
103,321,18,projected_dynamic,118,397.0,234.0,0,0,118,5.066666666666666
104,317,4,projected_dynamic,119,392.0,237.0,0,0,0,5.2
105,381,4,projected_dynamic,120,405.0,192.0,0,0,68,5.266666666666667
106,469,2,projected_dynamic,121,400.0,195.0,0,0,90,4.266666666666667
107,465,4,projected_dynamic,122,381.0,222.0,0,0,0,4.333333333333333
108,455,10,projected_dynamic,123,382.0,216.0,0,0,0,4.933333333333334
109,454,1,projected_dynamic,124,390.0,192.0,0,0,0,4.8
