day,current_inventory,demand,reorder_method,inventory_reference_day,inventory_reference,effective_reorder_point,effective_reorder_quantity,placed_order_quantity,received_order_quantity,forecast
0,200,,onhand_static,0,190,100,100,0,0,
1,190,10,onhand_static,1,180,100,100,0,0,10
2,180,10,onhand_static,2,170,100,100,0,0,10.0
3,170,10,onhand_static,3,160,100,100,0,0,10.0
4,160,10,onhand_static,4,150,100,100,0,0,10.0
5,150,10,onhand_static,5,140,100,100,0,0,10.0
6,140,10,onhand_static,6,130,100,100,0,0,10.0
7,130,10,onhand_static,7,120,100,100,0,0,10.0
8,120,10,onhand_static,8,110,100,100,0,0,10.0
9,110,10,onhand_static,9,100,100,100,100,0,10.0
10,100,10,onhand_static,10,190,100,100,0,0,10.0
11,90,10,onhand_static,11,180,100,100,0,0,10.0
12,80,10,onhand_static,12,170,100,100,0,0,10.0
13,70,10,onhand_static,13,160,100,100,0,0,10.0
14,60,10,onhand_static,14,150,100,100,0,0,10.0
15,50,10,onhand_static,15,140,100,100,0,0,10.0
16,40,10,onhand_static,16,130,100,100,0,0,10.0
17,30,10,onhand_static,17,120,100,100,0,0,10.0
18,20,10,onhand_static,18,110,100,100,0,0,10.0
19,10,10,onhand_static,19,100,100,100,100,0,10.0
20,0,10,onhand_static,20,200,100,100,0,0,10.0
21,0,10,onhand_static,21,200,100,100,0,0,10.0
22,0,10,onhand_static,22,200,100,100,0,0,10.0
23,0,10,onhand_static,23,190,100,100,0,0,10.0
24,90,10,onhand_static,24,180,100,100,0,100,10.0
25,180,10,onhand_static,25,170,100,100,0,100,10.0
26,170,10,onhand_static,26,160,100,100,0,0,10.0
27,160,10,onhand_static,27,150,100,100,0,0,10.0
28,150,10,onhand_static,28,140,100,100,0,0,10.0
29,140,10,onhand_static,29,130,100,100,0,0,10.0
30,130,10,onhand_static,30,119,100,100,0,0,10.0
31,119,11,onhand_static,31,106,100,100,0,0,10.033333333333333
32,106,13,onhand_static,32,93,100,100,100,0,10.133333333333333
33,93,13,onhand_static,33,180,100,100,0,0,10.233333333333333
34,80,13,onhand_static,34,167,100,100,0,0,10.333333333333334
35,67,13,onhand_static,35,154,100,100,0,0,10.433333333333334
36,54,13,onhand_static,36,141,100,100,0,0,10.533333333333333
37,41,13,onhand_static,37,128,100,100,0,0,10.633333333333333
38,28,13,onhand_static,38,115,100,100,0,0,10.733333333333333
39,15,13,onhand_static,39,102,100,100,0,0,10.833333333333334
40,2,13,onhand_static,40,100,100,100,100,0,10.933333333333334
41,0,13,onhand_static,41,200,100,100,0,0,11.033333333333333
42,0,13,onhand_static,42,200,100,100,0,0,11.133333333333333
43,0,13,onhand_static,43,200,100,100,0,0,11.233333333333333
44,0,13,onhand_static,44,200,100,100,0,0,11.333333333333334
45,0,13,onhand_static,45,200,100,100,0,0,11.433333333333334
46,0,13,onhand_static,46,200,100,100,0,0,11.533333333333333
47,0,13,onhand_static,47,200,100,100,0,0,11.633333333333333
48,0,13,onhand_static,48,200,100,100,0,0,11.733333333333333
49,0,13,onhand_static,49,200,100,100,0,0,11.833333333333334
50,0,13,onhand_static,50,200,100,100,0,0,11.933333333333334
51,0,13,onhand_static,51,200,100,100,0,0,12.033333333333333
52,0,13,onhand_static,52,200,100,100,0,0,12.133333333333333
53,0,13,onhand_static,53,200,100,100,0,0,12.233333333333333
54,0,13,onhand_static,54,200,100,100,0,0,12.333333333333334
55,0,13,onhand_static,55,200,100,100,0,0,12.433333333333334
56,0,13,onhand_static,56,200,100,100,0,0,12.533333333333333
57,0,13,onhand_static,57,187,100,100,0,0,12.633333333333333
58,87,13,onhand_static,58,174,100,100,0,100,12.733333333333333
59,74,13,onhand_static,59,161,100,100,0,0,12.833333333333334
60,61,13,onhand_static,60,148,100,100,0,0,12.933333333333334
61,148,13,onhand_static,61,131,100,100,0,100,13.0
62,131,17,onhand_static,62,114,100,100,0,0,13.133333333333333
63,114,17,onhand_static,63,97,100,100,100,0,13.266666666666667
64,97,17,onhand_static,64,180,100,100,0,0,13.4
65,80,17,onhand_static,65,163,100,100,0,0,13.533333333333333
66,163,17,onhand_static,66,146,100,100,0,100,13.666666666666666
67,146,17,onhand_static,67,129,100,100,0,0,13.8
68,129,17,onhand_static,68,112,100,100,0,0,13.933333333333334
69,112,17,onhand_static,69,95,100,100,100,0,14.066666666666666
70,95,17,onhand_static,70,178,100,100,0,0,14.2
71,78,17,onhand_static,71,161,100,100,0,0,14.333333333333334
72,61,17,onhand_static,72,144,100,100,0,0,14.466666666666667
73,44,17,onhand_static,73,127,100,100,0,0,14.6
74,27,17,onhand_static,74,110,100,100,0,0,14.733333333333333
75,10,17,onhand_static,75,93,100,100,100,0,14.866666666666667
76,93,17,onhand_static,76,176,100,100,0,100,15.0
77,76,17,onhand_static,77,159,100,100,0,0,15.133333333333333
78,59,17,onhand_static,78,142,100,100,0,0,15.266666666666667
79,42,17,onhand_static,79,125,100,100,0,0,15.4
80,25,17,onhand_static,80,108,100,100,0,0,15.533333333333333
81,8,17,onhand_static,81,100,100,100,100,0,15.666666666666666
82,0,17,onhand_static,82,200,100,100,0,0,15.8
83,0,17,onhand_static,83,183,100,100,0,0,15.933333333333334
84,83,17,onhand_static,84,166,100,100,0,100,16.066666666666666
85,66,17,onhand_static,85,149,100,100,0,0,16.2
86,49,17,onhand_static,86,132,100,100,0,0,16.333333333333332
87,132,17,onhand_static,87,115,100,100,0,100,16.466666666666665
88,115,17,onhand_static,88,98,100,100,100,0,16.6
89,98,17,onhand_static,89,181,100,100,0,0,16.733333333333334
90,81,17,onhand_static,90,164,100,100,0,0,16.866666666666667
91,164,17,onhand_static,91,147,100,100,0,100,17.0
92,147,17,onhand_static,92,132,100,100,0,0,17.0
93,132,15,onhand_static,93,117,100,100,0,0,16.933333333333334
94,117,15,onhand_static,94,102,100,100,0,0,16.866666666666667
95,102,15,onhand_static,95,87,100,100,100,0,16.8
96,87,15,onhand_static,96,172,100,100,0,0,16.733333333333334
97,72,15,onhand_static,97,157,100,100,0,0,16.666666666666668
98,157,15,onhand_static,98,142,100,100,0,100,16.6
99,142,15,onhand_static,99,127,100,100,0,0,16.533333333333335
100,127,15,onhand_static,100,112,100,100,0,0,16.466666666666665
101,112,15,onhand_static,101,97,100,100,100,0,16.4
