day,current_inventory,demand,reorder_method,inventory_reference_day,inventory_reference,effective_reorder_point,effective_reorder_quantity,placed_order_quantity,received_order_quantity,forecast
0,200,,onhand_static,0,190,100,100,0,0,
1,190,10,onhand_static,1,180,100,100,0,0,10
2,180,10,onhand_static,2,170,100,100,0,0,10.0
3,170,10,onhand_static,3,160,100,100,0,0,10.0
4,160,10,onhand_static,4,150,100,100,0,0,10.0
5,150,10,onhand_static,5,140,100,100,0,0,10.0
6,140,10,onhand_static,6,130,100,100,0,0,10.0
7,130,10,onhand_static,7,120,100,100,0,0,10.0
8,120,10,onhand_static,8,110,100,100,0,0,10.0
9,110,10,onhand_static,9,100,100,100,100,0,10.0
10,100,10,onhand_static,10,190,100,100,0,0,10.0
11,90,10,onhand_static,11,180,100,100,0,0,10.0
12,80,10,onhand_static,12,170,100,100,0,0,10.0
13,70,10,onhand_static,13,160,100,100,0,0,10.0
14,60,10,onhand_static,14,150,100,100,0,0,10.0
15,150,10,onhand_static,15,140,100,100,0,100,10.0
16,140,10,onhand_static,16,130,100,100,0,0,10.0
17,130,10,onhand_static,17,120,100,100,0,0,10.0
18,120,10,onhand_static,18,110,100,100,0,0,10.0
19,110,10,onhand_static,19,100,100,100,100,0,10.0
20,100,10,onhand_static,20,190,100,100,0,0,10.0
21,90,10,onhand_static,21,180,100,100,0,0,10.0
22,80,10,onhand_static,22,170,100,100,0,0,10.0
23,70,10,onhand_static,23,160,100,100,0,0,10.0
24,60,10,onhand_static,24,150,100,100,0,0,10.0
25,50,10,onhand_static,25,140,100,100,0,0,10.0
26,40,10,onhand_static,26,130,100,100,0,0,10.0
27,30,10,onhand_static,27,120,100,100,0,0,10.0
28,20,10,onhand_static,28,110,100,100,0,0,10.0
29,10,10,onhand_static,29,100,100,100,100,0,10.0
30,0,10,onhand_static,30,200,100,100,0,0,10.0
31,0,11,onhand_static,31,200,100,100,0,0,10.033333333333333
32,0,13,onhand_static,32,200,100,100,0,0,10.133333333333333
33,0,13,onhand_static,33,200,100,100,0,0,10.233333333333333
34,0,13,onhand_static,34,200,100,100,0,0,10.333333333333334
35,0,13,onhand_static,35,200,100,100,0,0,10.433333333333334
36,0,13,onhand_static,36,200,100,100,0,0,10.533333333333333
37,0,13,onhand_static,37,200,100,100,0,0,10.633333333333333
38,0,13,onhand_static,38,200,100,100,0,0,10.733333333333333
39,0,13,onhand_static,39,200,100,100,0,0,10.833333333333334
40,0,13,onhand_static,40,200,100,100,0,0,10.933333333333334
41,0,13,onhand_static,41,200,100,100,0,0,11.033333333333333
42,0,13,onhand_static,42,200,100,100,0,0,11.133333333333333
43,0,13,onhand_static,43,200,100,100,0,0,11.233333333333333
44,0,13,onhand_static,44,200,100,100,0,0,11.333333333333334
45,0,13,onhand_static,45,187,100,100,0,0,11.433333333333334
46,87,13,onhand_static,46,174,100,100,0,100,11.533333333333333
47,74,13,onhand_static,47,161,100,100,0,0,11.633333333333333
48,61,13,onhand_static,48,148,100,100,0,0,11.733333333333333
49,48,13,onhand_static,49,135,100,100,0,0,11.833333333333334
50,35,13,onhand_static,50,122,100,100,0,0,11.933333333333334
51,22,13,onhand_static,51,109,100,100,0,0,12.033333333333333
52,109,13,onhand_static,52,96,100,100,100,100,12.133333333333333
53,96,13,onhand_static,53,183,100,100,0,0,12.233333333333333
54,83,13,onhand_static,54,170,100,100,0,0,12.333333333333334
55,70,13,onhand_static,55,157,100,100,0,0,12.433333333333334
56,57,13,onhand_static,56,144,100,100,0,0,12.533333333333333
57,44,13,onhand_static,57,131,100,100,0,0,12.633333333333333
58,131,13,onhand_static,58,118,100,100,0,100,12.733333333333333
59,118,13,onhand_static,59,105,100,100,0,0,12.833333333333334
60,105,13,onhand_static,60,92,100,100,100,0,12.933333333333334
61,92,13,onhand_static,61,175,100,100,0,0,13.0
62,75,17,onhand_static,62,158,100,100,0,0,13.133333333333333
63,58,17,onhand_static,63,141,100,100,0,0,13.266666666666667
64,41,17,onhand_static,64,124,100,100,0,0,13.4
65,124,17,onhand_static,65,107,100,100,0,100,13.533333333333333
66,107,17,onhand_static,66,90,100,100,100,0,13.666666666666666
67,90,17,onhand_static,67,173,100,100,0,0,13.8
68,73,17,onhand_static,68,156,100,100,0,0,13.933333333333334
69,56,17,onhand_static,69,139,100,100,0,0,14.066666666666666
70,39,17,onhand_static,70,122,100,100,0,0,14.2
71,22,17,onhand_static,71,105,100,100,0,0,14.333333333333334
72,105,17,onhand_static,72,88,100,100,100,100,14.466666666666667
73,88,17,onhand_static,73,171,100,100,0,0,14.6
74,71,17,onhand_static,74,154,100,100,0,0,14.733333333333333
75,154,17,onhand_static,75,137,100,100,0,100,14.866666666666667
76,137,17,onhand_static,76,120,100,100,0,0,15.0
77,120,17,onhand_static,77,103,100,100,0,0,15.133333333333333
78,103,17,onhand_static,78,86,100,100,100,0,15.266666666666667
79,86,17,onhand_static,79,169,100,100,0,0,15.4
80,69,17,onhand_static,80,152,100,100,0,0,15.533333333333333
81,52,17,onhand_static,81,135,100,100,0,0,15.666666666666666
82,35,17,onhand_static,82,118,100,100,0,0,15.8
83,118,17,onhand_static,83,101,100,100,0,100,15.933333333333334
84,101,17,onhand_static,84,84,100,100,100,0,16.066666666666666
85,84,17,onhand_static,85,167,100,100,0,0,16.2
86,67,17,onhand_static,86,150,100,100,0,0,16.333333333333332
87,150,17,onhand_static,87,133,100,100,0,100,16.466666666666665
88,133,17,onhand_static,88,116,100,100,0,0,16.6
89,116,17,onhand_static,89,99,100,100,100,0,16.733333333333334
90,99,17,onhand_static,90,182,100,100,0,0,16.866666666666667
91,82,17,onhand_static,91,165,100,100,0,0,17.0
92,65,17,onhand_static,92,150,100,100,0,0,17.0
93,50,15,onhand_static,93,135,100,100,0,0,16.933333333333334
94,35,15,onhand_static,94,120,100,100,0,0,16.866666666666667
95,20,15,onhand_static,95,105,100,100,0,0,16.8
96,5,15,onhand_static,96,100,100,100,100,0,16.733333333333334
97,0,15,onhand_static,97,200,100,100,0,0,16.666666666666668
98,0,15,onhand_static,98,200,100,100,0,0,16.6
99,0,15,onhand_static,99,200,100,100,0,0,16.533333333333335
100,0,15,onhand_static,100,200,100,100,0,0,16.466666666666665
101,0,15,onhand_static,101,200,100,100,0,0,16.4
